Id,Nome,Categoria,Link,Persone/Pezzi,Ingredienti,Steps
109,Panzerotti (calzoni) fritti,Lievitati,https://ricette.giallozafferano.it/Panzerotti-calzoni-fritti.html,10,"[['Farina 00', '250g'], ['Farina Manitoba', '250g'], ['Acqua', '285g'], [""Olio extravergine d'oliva"", '8g'], ['Lievito di birra fresco', '5g'], ['Zucchero', '5g'], ['Sale fino', '10g'], ['Fiordilatte', '250g'], ['Passata di pomodoro', '200g'], ['Sale fino', 'q.b.'], ['Origano', 'q.b.'], [""Olio extravergine d'oliva"", 'q.b.'], ['Olio di semi', 'q.b.']]","Per preparare i panzerotti fritti cominciate dall'impasto lievitato. In una ciotola versate la farina 00 e la manitoba sbriciolate il lievito di birra fresco Aggiungete metà dell'acqua Aggiungete quindi il sale la restante acqua Unite poi l'olio e iniziate ad impastare con le mani Non appena l'impasto avrà preso consistenza trasferitelo sul piano e impastate per alcuni minuti finché non sarà liscio e omogeneo Formate quindi un salsicciotto e stagliatelo in 10 pezzi da 80 g ciascuno Per formare le palline appiattite una porzione di impasto sul piano di lavoro e portate tutti i lati della pasta verso il centro. Poi pirlate ciascuna porzione, schiacciando delicatamente con il palmo della mano verso il piano e facendo un movimento rotatorio Sistemate quindi le palline su un vassoio, distanziandole bene coprite con un canovaccio In un pentolino scaldate un filo d'olio mescolate e lasciate raffreddare Recuperate le palline, ormai lievitate Prendetene una, schiacciatela leggermente su un piano leggermente infarinato e tiratela  aiutandovi con il matterello Dovrete ottenere un disco rotondo spesso circa 2 mm. Ponete al centro di ogni cerchietto prima la passata di pomodoro Chiudete a mo' di mezzaluna avendo cura di sigillare accuratamente le estremità Rifilate il bordo con una rotella liscia o un coltellino ben affilato  A questo punto Appena torneranno in superficie girateli Per cuocerli in maniera uniforme basterà girarli spesso. Scolate su carta assorbente e proseguite la cottura degli altri. I panzerotti sono pronti, serviteli caldissimi!"
110,Cavolfiori gratinati,Contorni,https://ricette.giallozafferano.it/Cavolfiori-gratinati.html,4,"[['Cavolfiore', '1kg'], ['Parmigiano Reggiano DOP', '35g'], ['Burro', '30g'], ['Farina 00', '20g'], ['Latte intero', '300g'], ['Noce moscata', 'q.b.'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.']]","Per prima cosa lavate e pulite il cavolfiore eliminando le foglie esterne e il torsolo centrale poi staccate le cime Intanto preparate la mentre in un altro tegame dal fondo spesso fate fondere dolcemente il burro Una volta sciolto, aggiungete a pioggia la farina nel tegame del burro mescolando immediatamente con una frusta Fate dorare leggermente Continuate a mescolare per evitare la formazione di grumi; insaporite con noce moscata pepe e sale e fate addensare il composto solo per pochi minuti, sempre mescolando.La besciamella dovrà rimanere piuttosto liquida Nel frattempo le cimette di cavofiore saranno cotte, scolatele accuratamente e versate all’interno le cime di cavolfiore Ricoprite con la besciamella Insaporite con il pepe a piacere (16-17) e poi cuocete in forno preriscaldato a 180° in modalità statica per 10 minuti. Trascorso questo tempo impostate la modalità grill a 220° e cuocete altri 10 minuti, in modo da ottenere una crosticina dorata. I vostri cavolfiori gratinati sono pronti per essere serviti "
111,Orata al forno,Secondi piatti,https://ricette.giallozafferano.it/Orata-al-forno.html,2,"[['Orata', '900g'], ['Patate', '400g'], ['Aglio', '2'], ['Rosmarino', '1'], ['Timo', '1'], ['Origano', '1pizzico'], ['Limoni', '2'], ['Fiocchi di sale', 'q.b.'], ['Pepe nero', 'q.b.'], ['Sale fino', 'q.b.'], [""Olio extravergine d'oliva"", '40g']]","Per preparare l’orata al forno si parte dalla pulizia dell’orata: con una forbice tagliate le pinne poi desquamatela sotto l’acqua corrente utilizzando il dorso di coltello o, se l’avete, con l’apposito attrezzo per desquamare il pesce A questo punto levate le interiora Riempite la cavità con i rametti di rosmarino i rametti di timo i due spicchi d'aglio scamiciati, salate e pepate poi tagliatele a fettine molto sottili con una mandolina Mettete le patate in una ciotola e condite con olio Aggiungete anche i fiocchi di sale lasciando un pò di spazio al centro e cercando di non sovrapporle eccessivamente in modo che diventino ben croccanti durante la cottura.Adagiate l'orata al centro della teglia, accanto alle patate Aggiungete un ultimo filo d’olio "
112,Focaccia,Lievitati,https://ricette.giallozafferano.it/Focaccia.html,4,"[['Farina 0', '470g'], ['Lievito di birra secco', '5g'], ['Zucchero', '16g'], ['Acqua', '230g'], ['Latte intero', '115g'], [""Olio extravergine d'oliva"", '45g'], ['Sale fino', '12g'], ['Rosmarino', 'q.b.'], ['Fiocchi di sale', 'q.b.'], [""Olio extravergine d'oliva"", '40g']]","Per preparare la focaccia cominciate mescolando insieme in una ciotolina il lievito con lo zucchero Azionate la planetaria e versate a filo latte e acqua che avrete mescolato insieme Poi unite l’olio, anche questo a filo Continuate ad impastare fino a quando non notate che l’impasto avrà preso un po’ di consistenza, perciò sostituite la foglia Versate il sale Trasferite il composto sul piano da lavoro leggermente infarinato sempre aiutandovi con il tarocco Poi sollevate l’altra estremità e portate anche questa nel mezzo e ripetete una volta ancora.Trasferite il composto in una ciotola Ungete una teglia (noi abbiamo usato una teglia rettangolare 35x28 cm) spennellando accuratamente tutta la superficie e lungo i bordi versate l’impasto all’interno e ungetevi le mani per non far attaccare la pasta Cominciate a distenderla con le punte delle dita Essendo un impasto molto idratato, se non riuscite subito a riempire l'intero stampo, lasciate riposare ancora per qualche minuto prima di continuare a distendere l'impasto. Una volta terminato, coprite con pellicola trasparente Trascorso il tempo andate a creare delle fossette nell’impasto con le punte della dita unte d'olio Cospargete con l’olio qualche fogliolina di rosmarino e dei fiocchi di sale La vostra focaccia è pronta per essere cotta in forno statico a 180° per circa 35–40 minuti, nella parte bassa (controllate di tanto in tanto la cottura senza aprire il forno). Una volta cotta "
113,Pollo alle mandorle,Secondi piatti,https://ricette.giallozafferano.it/Pollo-alle-mandorle.html,4,"[['Petto di pollo', '200g'], ['Albumi', '½'], ['Olio di semi di arachide', '5g'], ['Acqua', '20g'], ['Fecola di patate', '5g'], ['Sale fino', 'q.b.'], ['Pepe bianco', 'q.b.'], ['Mandorle pelate', '20g'], ['Olio di semi di arachide', 'q.b.'], ['Germogli di bambù', '80g'], ['Olio di semi di arachide', '15g'], ['Acqua', '95g'], ['Salsa di soia', '2'], ['Salsa di soia', '1cucchiaino'], ['Fecola di patate', 'q.b.'], ['Sale fino', 'q.b.']]","Per preparare il pollo alle mandorle, per prima cosa tagliate i germogli di bambù a cubetti abbastanza piccoli Riducete a cubetti anche il petto di pollo, avendo cura che siano della stessa dimensione del bambù Ora mettete il pollo in un colino e sciacquatelo con un po’ di acqua: in questo modo risulterà più morbido Trasferite il pollo in una ciotola e aggiungete mezzo albume sale, pepe bianco Unite anche l’acqua e la fecola di patate Nel frattempo scaldate abbondante olio di semi in un wok avendo cura che arrivi a una temperatura di 180° altrimenti le mandorle rischieranno di bruciarsi. Tuffate le mandorle nell’olio bollente Portate a bollore una pentola di acqua e sbollentate il pollo per 2 minuti poi scolate e tenete da parte Cambiate l’acqua e portatela nuovamente a bollore, poi versate i germogli di bambù Cuocete il bambù per 5 minuti a fuoco medio, con il coperchio poi scolate e tenete da parte A questo punto potete assemblare tutti gli ingredienti: scaldate il wok che avrete precedentemente pulito, poi aggiungete l’olio di semi e il pollo Unite anche il bambù poi versate l’acqua, continuando sempre a girare Aggiungete il sale la salsa di soia scura e quella chiara Continuate a mescolare e, quando il colore sarà diventato omogeneo, unite anche le mandorle Amalgamate il tutto e spegnete il fuoco.In una ciotolina a parte sciogliete la fecola in una piccola quantità di acqua. Rimettete il wok sul fuoco medio e aggiungete il composto con la fecola "
114,Crostata alla Nutella,Dolci,https://ricette.giallozafferano.it/Crostata-alla-Nutella.html,6,"[['Burro', '110g'], ['Farina 00', '215g'], ['Tuorli', '3'], ['Zucchero a velo', '85g'], ['Nutella', '400g'], ['Burro di cacao', '90g'], ['Panna fresca liquida', 'q.b.']]","Per preparare la crostata alla nutella cominciate dalla Quindi in un mixer versate la farina ed il burro freddo formate una conca nel mezzo e versate i tuorli setacciate lo zucchero a velo tutt'intorno alla conca Cominciate ad impastate brevemente mescolando con le dita le uova al centro e raccogliendo man a mano la farina; cercate di impastare brevemente il tempo necessario per ottenere un impasto sufficientemente compatto Lasciate riposare il panetto in frigorifero per almeno 30 minuti.Dopodiché riprendete la pasta e battetela su una spianatoia leggermente infarinata Poi avvolgete l’impasto intorno al matterello e sistematelo in una tortiera da 22 cm già imburrata e infarinata Pareggiate i bordi e fondetelo al microonde altrimenti anche a bagnomaria (se non avete il burro di cacao, potete sostituirlo nella stessa dose con del burro classico), unitelo alla Nutella poco alla volta Riprendete la frolla e tiratela nuovamente, sul piano infarinato, e formate delle losanghe larghe circa 1 cm, con una rotella dentellata Sistematele sulla tortiera prima in un verso in modo da farle incrociare e creare un motivo a rombi.Infine spennellate con della panna fresca liquida "
115,Calamari ripieni,Secondi piatti,https://ricette.giallozafferano.it/Calamari-ripieni.html,4,"[['Calamari', '500g'], ['Vino bianco', '40g'], ['Aglio', '1'], ['Prezzemolo', '5g'], [""Olio extravergine d'oliva"", 'q.b.'], ['Pane', '100g'], [""Acciughe sott'olio"", '6'], ['Uova', '1'], ['Parmigiano Reggiano DOP', '30g'], ['Vino bianco', '40g'], ['Aglio', '1'], ['Prezzemolo', '5g'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.'], [""Olio extravergine d'oliva"", 'q.b.']]","Per preparare i calamari ripieni, per prima cosa occupatevi della pulizia dei calamari: sciacquate i calamari sotto l’acqua corrente, poi staccate delicatamente la testa dal corpo con le mani e tenetela da parte Estraete la penna di cartilagine trasparente che si trova all’interno poi sciacquate la tasca del calamaro sotto l’acqua corrente e rimuovete le interiora con le dita Eliminate la pelle esterna incidendo un’estremità con un coltellino e tirando delicatamente Ora riprendete la testa e separatela dai tentacoli incidendo poco sotto gli occhi poi aprite i tentacoli verso l'esterno e spingete verso l'alto la parte centrale per eliminare il rostro Infine tritate finemente i tentacoli con un coltello. Per ulteriori indicazioni potete consultare la nostra scheda su Mettete i calamari momentaneamente da parte e passate alla preparazione degli altri ingredienti, quindi rimuovete la crosta del pane e tagliate la mollica a cubetti poi tritate finemente il prezzemolo precedentemente lavato, che utilizzerete in due momenti diversi Scaldate l’olio in una padella, aggiungete lo spicchio d’aglio e i filetti di acciughe e fatele sciogliere a fuoco dolce, poi unite i tentacoli sminuzzati Dopo un paio di minuti sfumate con il vino bianco e schiacciate i cubetti di pane con una spatola o un cucchiaio in modo che assorbano bene il condimento Quando il liquido sarà stato assorbito, trasferite il composto in una ciotola e lasciatelo raffreddare, dopodiché unite il parmigiano grattugiato il prezzemolo tritato l’uovo leggermente sbattuto sale e pepe Impastate con le mani per compattare bene tutti gli ingredienti poi trasferite il composto ottenuto in un sac-à-poche e tagliate la punta a uno spessore di circa 1 cm.Riprendete i calamari che avevate tenuto da parte e riempiteli con il composto, avendo cura di lasciare liberi un paio di cm dal bordo Quando tutti i calamari saranno farciti ripiegate i lembi del bordo e chiudete l’apertura con uno stuzzicadenti In una padella, scaldate un filo d’olio con uno spicchio d’aglio, poi adagiate all’interno i calamari ripieni e coprite con un coperchio Lasciate cuocere a fiamma media per 5-6 minuti a seconda della grandezza dei calamari, poi spegnete il fuoco e unite il prezzemolo tritato "
116,Penne al baffo,Primi piatti,https://ricette.giallozafferano.it/Penne-al-baffo.html,4,"[['Mezze Penne Rigate Integrali', '320g'], ['Prosciutto cotto', '100g'], ['Panna fresca liquida', '300g'], ['Passata di pomodoro', '25g'], ['Prezzemolo', 'q.b.'], ['Sale fino', 'q.b.'], [""Olio extravergine d'oliva"", 'q.b.'], ['Pepe nero', 'q.b.']]","Per preparare le penne al baffo come prima cosa lavate, asciugate e tritate finemente il prezzemolo Tenete da parte e passate al prosciutto cotto, tagliate anche questo a striscioline sottili Ponete sul fuoco un tegame con abbondante acqua, salata a piacere, che servirà per la cottura della pasta. Tornate a realizzare il condimento: versate in un tegame un filo d'olio e aggiungete il prosciutto; lasciatelo rosolare circa un minuto e unite anche la panna Mescolate il tutto, aggiungete anche la passata di pomodoro Nel frattempo cuocete anche la pasta Regolate di sale e di pepe aggiungete il prezzemolo tritato mescolate il tutto "
117,Torta alla ricotta e cioccolato,Dolci,https://ricette.giallozafferano.it/Torta-alla-ricotta-e-cioccolato.html,8,"[['Ricotta vaccina', '250g'], ['Cioccolato fondente', '80g'], ['Uova', '150g'], ['Zucchero', '180g'], ['Burro', '80g'], ['Farina 00', '250g'], ['Lievito in polvere per dolci', '16g'], ['Latte intero', '40g'], ['Zucchero a velo', 'q.b.']]","Per preparare la torta alla ricotta e cioccolato, assicuratevi che la vostra ricotta non sia troppo ricca di siero, altrimenti sarà meglio lasciarla scolare per un po' prima di cominciare dopodiché setacciatela e tenetela da parte. Inoltre è opportuno che ricotta, uova e latte  siano a temperatura ambiente prima di cominciare, così non avrete problemi ad amalgamarli tra loro. Quindi passate a separare le uova (dovrete utilizzare 90 g di albumi e 60 g di tuorli): ponete albumi e tuorli in due ciotole diverse. Montate gli albumi a neve ferma utilizzando uno sbattitore elettrico e lavorate con lo sbattitore elettrico Quando il composto sarà chiaro e spumoso, abbassate la velocità e aggiungete il burro fuso fatto intiepidire Una volta assorbito il burro unite la ricotta Lavorate il composto a velocità media Imburrate uno stampo di alluminio stondato da 22 cm e alto 5 cm Incorporateli al resto facendo dei movimenti delicati dal basso verso l'alto Non appena avrete ottenuto un composto uniforme e gonfio setacciate all'interno farina e lievito Mescolate delicatamente con la spatola, facendo sempre dei movimenti rotatori dal basso verso l'alto Aggiungete poi anche il latte a temperatura ambiente Trasferite il composto nello stampo Tagliate grossolanamente il cioccolato fondente e spargetelo sulla torta Utilizzando il dorso di un cucchiaio poi schiacciate leggermente i pezzi di cioccolato Cuocete in forno statico preriscaldato a 180°, nel ripiano basso, per circa 30 minuti.Fate sempre la prova dello stecchino e non appena questo risulterà pulito potrete sfornare la torta Lasciate poi intiepidire prima di sformarla Trasferite la torta alla ricotta e cioccolato su un piatto da portata e cospargetela con lo zucchero a velo prima di servirla "
118,Rotolo alla Nutella,Dolci,https://ricette.giallozafferano.it/Rotolo-alla-Nutella.html,8,"[['Uova', '4'], ['Zucchero', '115g'], ['Farina 00', '80g'], ['Estratto di vaniglia', '1cucchiaino'], ['Nutella', '350g'], ['Zucchero a velo', 'q.b.'], ['Cacao amaro in polvere', 'q.b.']]","Per preparare il rotolo alla Nutella rompete le uova in una ciotola. Aggiungete l'estratto di vaniglia Quando risulteranno spumose aggiungete lo zucchero semolato a più riprese è importante per farle risultare spumose.Continuate a sbattere fino a che le uova non risulteranno chiare e ben montate Spegnete le fruste e setacciate la farina direttamente all'interno delle uova A questo punto mescolate molto delicatamente con una spatola, facendo dei movimenti rotatori dal basso verso l'alto fino a che la farina non sarà completamente assorbita e avrete ottenuto un composto gonfio e spumoso, privo di grumi Imburrate e foderate con la carta forno una leccarda 30x40 cm, facendo in modo che la carta fuoriesca dai bordi, in questo modo sarà più facile sollevare il rotolo una volta cotto. Versate il composto nella leccarda Cuocete in forno statico preriscaldato a 220° per circa 8-9 minuti. Prima di estrarre la teglia dal forno assicuratevi che sia effettivamente cotta la pasta biscotto. Una volta cotta Lasciatela intiepidire prima di eliminare, molto delicatamente, il foglio di carta forno Poi coprite nuovamente con il foglio di carta forno e lasciate raffreddare completamente.A questo punto versate la Nutella sulla pasta biscotto e con una spatola spargetela su tutta la superficie, lasciando un bordo libero su tutti i lati di 2 cm Arrotolate il rotolo dal lato più corto Avvolgetelo nuovamente con la carta forno facendo in modo che la chiusura del rotolo risulti verso il basso sigillate bene i lati e lasciate riposare in frigorifero per circa 30 minuti.A questo punto scartatelo e spoverizzatelo prima con il cacao Il rotolo alla Nutella è pronto non vi resta che servirlo "
119,Torta al cioccolato,Dolci,https://ricette.giallozafferano.it/Torta-al-cioccolato.html,8,"[['Cioccolato fondente', '150g'], ['Cacao amaro in polvere', '50g'], ['Farina 00', '180g'], ['Zucchero', '180g'], ['Uova', '6'], ['Burro', '200g'], ['Lievito in polvere per dolci', '8g'], ['Sale fino', '1pizzico']]","Per preparare la torta al cioccolato per prima cosa tritate grossolanamente il cioccolato fondente quindi scioglietelo al microonde o a bagnomaria Tagliate il burro (a temperatura ambiente) a cubetti e versatelo nella ciotola di una planetaria, insieme allo zucchero Azionate la macchina a velocità media con la frusta montata e lavorate il burro fino a ridurlo in crema A questo punto rompete le uova in una ciotola e lasciate scivolare un uovo per volta nella ciotola della planetaria avendo l’accortezza di fare assorbire completamente l’uovo prima di aggiungerne un altro Continuate in questo modo fino ad ottenere una crema soffice ed omogenea . Incorporate il cioccolato ormai tiepido, versandolo direttamente nella ciotola della planetaria ancora in azione Aggiungete il sale all’impasto Mescolate in una ciotolina la farina con il cacao e il lievito quindi setacciatele direttamente nel composto al cioccolato e aiutandovi con una spatola incorporatele delicatamente nell’impasto Livellate la superficie "
120,Zuppa di ceci,Primi piatti,https://ricette.giallozafferano.it/Zuppa-di-ceci.html,4,"[['Ceci secchi', '300g'], ['Carote', '1'], ['Sedano', '1'], ['Cipolle bianche', '½'], ['Porri', '1'], [""Olio extravergine d'oliva"", '3'], ['Rosmarino', '2'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.'], ['Alloro', '2'], ['Brodo vegetale', '5l'], ['Passata di pomodoro', '60g']]","Per preparare la zuppa di ceci cominciate mettendo questi ultimi in ammollo. Versateli in una ciotola capiente, coprite d’acqua Trascorso il tempo mettete sul fuoco una pentola con il poi incidete verticalmente  Spuntate anche il sedano e con il pelapatate eliminate la parte più esterna e fibrosa Poi tritatelo finemente Proseguite mondando e tritando anche cipolla Spostatevi ai fornelli e versate l’olio in una casseruola, lasciatelo scaldare e poi aggiungete il trito di sedano, carota e cipolla e il porro Per aiutare le verdure a stufarsi meglio, aggiungete un mestolino di brodo caldo Poi unite alloro e rosmarino legati con lo spago da cucina Coprite i ceci con il brodo vegetale caldo Mescolate e coprite con il coperchio Lasciate cuocere a fuoco dolce per circa 2 ore o 2 ore e mezza aggiungendo brodo al bisogno. A fine cottura eliminate il mazzetto odoroso "
121,Casetta di pan di spezie,Dolci,https://ricette.giallozafferano.it/Casetta-di-pan-di-spezie.html,1,"[['Farina 00', '845g'], ['Uova', '2'], ['Tuorli', '1'], ['Burro', '275g'], ['Zucchero', '400g'], ['Miele', '125g'], ['Cannella in polvere', '10g'], ['Chiodi di garofano', '3'], ['Noce moscata', '3g'], ['Zenzero in polvere', '7g'], ['Sale fino', '1pizzico'], ['Bicarbonato', '10g'], ['Mandorle', '300g'], ['Zucchero', '350g'], ['Acqua', '60g'], ['Succo di limone', '1cucchiaino'], ['Albumi', '100g'], ['Zucchero a velo', '600g'], ['Cioccolatini', 'q.b.'], ['Smarties', 'q.b.'], ['Palline colorate', 'q.b.'], ['Cioccolato', 'q.b.'], ['Decorazione alimentare', 'q.b.'], ['Torrone', 'q.b.']]","Per preparare la casetta pan di spezie, iniziate dall’impasto: nella tazza di un mixer versate la farina setacciata, lo zucchero semolato, il burro freddo di frigo a pezzetti, e tutte le spezie in polvere: la cannella lo zenzero, la noce moscata, i chiodi di garofano. Poi unite il bicarbonato e il sale Azionate le lame e realizzate la sabbiatura quindi rovesciatela sul piano di lavoro e create la classica forma a fontana: versate al centro il miele e le uova con il tuorlo giusto il tempo di formare un composto compatto. Formate un panetto schiacciatelo leggermente e avvolgetelo nella pellicola Lasciate riposare in frigorifero per 30 minuti almeno.Per preparare il recinto, preparate il croccante alle mandorle: ammollate le mandorle in acqua calda per un paio di minuti Foderate con carta da forno una teglia, distribuitevi le mandorle spellate Le mandorle non devono scurirsi.Ponete un foglio di carta oleata (o da forno) su una leccarda:  vi servirà successivamente per freddare il croccante alle mandorle (se lo avete potete utilizzare un tappetino in silicone). In un pentolino versate lo zucchero, il succo di limone e l’acqua Fate sciogliere a fuoco lento e mescolando costantemente, fino ad ottenere un composto di un bel colore biondo. Nel frattempo tritate grossolanamente parte delle mandorle lasciando intere le rimanenti. Una volta pronto il caramello, spegnete il fuoco e procedete versando nel pentolino le mandorle tritate e quelle intere Mescolate energicamente le mandorle con un cucchiaio di legno Quando il composto sarà pronto versatelo ancora caldo su un tappetino in silicone Preparate la Continuate a lavorare la glassa con le fruste fino a che lo zucchero a velo sarà completamente amalgamato e otterrete una glassa omogenea e senza grumi. Trasferite la ghiaccia reale in due sac-à-poche: una più grande con bocchetta liscia servirà per tenere insieme le parti della casetta e una una sac-à-poche più piccola per le piccole decorazioni Tagliate le punte creando un piccolo foro solo al momento di utilizzare la ghiaccia.Per creare, cuocere e comporre la casetta: per creare la casetta, cuocerla e comporla avete bisogno delle sagome per ritagliare l’impasto. Per la facciata e il retro potete ritagliare un foglio bianco largo 21 cm e alto 26 cm, con l’altezza che comprenda anche il tetto; per le pareti laterali servirà un rettangolo di carta di 19 cm di lunghezza e 15,5 cm di altezza; per il tetto un foglio rettangolare di 19 cm di lunghezza e 14,5 cm di altezza. Per la porta occorre un rettangolo di 11 cm di altezza e 8 cm di larghezza, per le finestre potete usare un tagliabiscotti di 4 cm di lato. Riprendete l’impasto, dividetelo in 6 parti e stendetene una alla volta in un disco dello spessore di 1,5 cm circa e delle dimensioni sufficienti alla parte di casetta da realizzare (potete conservare nel frattempo avvolte in pellicola e in frigorifero quelle ancora da stendere) Iniziate dalla facciata e dal retro: adagiate la sagoma sull’impasto steso procedete allo stesso modo per il retro Poi Passate alle pareti laterali, con la sagoma rettangolare più grande (5-6): realizzatene due. Infine dagli ultimi due impasti ricavate il tetto procedendo con le sagome di 19x14,5 cm Ricavate le finestrelle dalle sagome delle pareti con uno stampino di 4 cm di lato Con i ritagli dell’impasto ricavate le altre decorazioni per arricchire la vostra casetta pan di spezie: noi ad esempio abbiamo realizzato due abeti con stampini di lunghezza 14 cm e 9 cm e il pupazzo di neve di 10 cm. Quindi procedete alla cottura: adagiate le sagome su leccarde foderate con carta da forno e cuocete in forno statico preriscaldato a 180° per circa 10-15 minuti (se forno ventilato a 160° per 8-10 minuti). Una volta cotte, sfornatele; avrete così tutte le parti della casetta pronte: facciata e tetto Ponetele su una gratella a raffreddare completamente Quindi ricavate con un coltello la porta con l'aiuto della sagoma rettangolare 11x8 cm e staccatela delicatamente A questo punto iniziate a decorate la facciata con la ghiaccia reale come più preferite, ripercorrendo il bordo del tetto e simulando la neve che si scioglie Noi abbiamo anche creato un motivo a losanghe decorando i punti di incontro tra una striscia e l’altra con delle perline argentate (ad uso alimentare) (16-17). Decorate anche il retro e il tetto, disegnando con la ghiaccia reale le tegole Poi distribuite abbondante ghiaccia reale sui lati tagliati della facciata e delle pareti, dove devono combaciare per costruire la struttura della casetta (è consigliabile montare la casetta almeno in due persone in questa fase di assemblaggio): sistematele perchè combacino La glassa rapprendendosi fungerà da collante tra le varie parti: perchè si solidifichi lasciate passare 1-2 ore.Una volta che si sarà rappresa, potete passare al tetto, seguendo la stessa procedura dello step precedente (22-23). Per una maggiore tenuta, potete decidere di infilzare nei punti di incontro delle varie parti 1 stecchino (lo spessore dei singoli pezzi è sufficiente perchè non ci sia il rischio che si rompa se deciderete di utilizzarlo). Quando avrete terminato, potete dedicarvi alla porta, decorandola con la ghiaccia realee con gli zuccherini decorati potete creare una ghirlanda a forma di cuore Ora potete dedicarvi alle altre decorazioni: liberate la vostra fantasia e decorate gli alberelli e il pupazzo di neve con la ghiaccia reale e gli zuccherini (26-27). Disponendo il croccante intorno alla casetta potrete ricreare il recinto e con il torrone realizzare lo stradello per arrivare alla porta. Con i cioccolatini cremini potete fare la base di una panchina, realizzata con sfoglie di cioccolato e realizzare anche il camino. Poi potete rifinire ulteriormente le decorazioni del tetto, con ciuffetti di ghiaccia reale e smarties colorati. La vostra casetta è pronta per essere ammirata dai vostri ospiti per tutto il periodo delle feste!Infilzate un pezzo di torrone con uno stecchino per piantare il pupazzo di neve quindi adagiatevi una sfoglia di cioccolato: potrete creare una panchina Poi potete rifinire ulteriormente le decorazioni del tetto e della facciata, con ciuffetti di ghiaccia reale e smarties colorati (34-35). La vostra casetta pan di spezie sarà certamente un capolavoro da mostrare e gustare insieme ai vostri ospiti "
122,Plumcake allo yogurt,Dolci,https://ricette.giallozafferano.it/Plumcake-allo-yogurt.html,1,"[['Farina 00', '300g'], ['Uova', '300g'], ['Burro', '200g'], ['Zucchero a velo', '200g'], ['Yogurt greco', '150g'], ['Fecola di patate', '50g'], ['Lievito in polvere per dolci', '15g'], ['Baccello di vaniglia', '1'], ['Sale fino', '4g'], ['Burro', 'q.b.'], ['Farina 00', 'q.b.']]","Per preparare il plumcake allo yogurt come prima cosa assicuratevi che tutti gli ingredienti siano ad una temperatura di 24°. A questo punto munitevi di un mixer dotato di lame abbastanza potente e capiente. Inserite nel contenitore prima i semi del baccello di vaniglia il burro a cubetti, la farina le uova lo yogurt greco, lo zucchero a velo il sale, il lievito Lavorate il tutto a massima velocità per circa 3 minuti e mezzo. Nel frattempo imburrate e infarinate due stampi da 16x8 cm leggermente svasati. Non appena avrete ottenuto un composto omogeneo Come ultimo tocco immergete un tarocco, o la lama di un coltello, prima nel burro fuso e poi al centro del primo plumcake Ripetete la stessa operazione anche per il secondo Questo permetterà di ottenere una crescita uniforme in cottura. Adesso occupatevi della cottura dei plumcake, che dovranno cuocere in forno statico preriscaldato in 2 fasi: prima a 185° per 15 minuti, poi a 165° per 30 minuti. Non appena saranno cotti, sfornateli e lasciateli raffreddare completamente A questo punto sformateli e decorateli con lo zucchero a velo utilizzando una striscia di cartoncino da mettere sulla spaccatura centrale I plumcake allo yogurt sono pronti da gustare "
123,Insalata di polpo prezzemolata,Antipasti,https://ricette.giallozafferano.it/Insalata-di-polpo-prezzemolata.html,4,"[['Polpo', '1kg'], ['Carote', '1'], ['Sedano', '1'], ['Aglio', '1'], ['Alloro', '2'], ['Pepe nero in grani', 'q.b.'], ['Sale fino', 'q.b.'], ['Prezzemolo', '10g'], ['Succo di limone', '10g'], [""Olio extravergine d'oliva"", '30g'], ['Pepe nero', '1pizzico'], ['Sale fino', '1pizzico']]","Per preparare l’insalata di polpo prezzemolata pelate la carota con un pelaverdure, poi tagliatela a pezzetti grossolani ate la stessa cosa con la costa di sedano Ponete sul fuoco una pentola capiente con l’acqua; versate la carota pulita e ridotta a pezzi, la costa di sedano sempre in pezzi, lo spicchio d'aglio in camicia, le foglie di alloro e aggiungete il pepe e il sale Sciacquate il polpo sotto acqua corrente Infine immergete completamente il polpo nella pentola e fate cuocere a fuoco medio per 40-45 minuti, coprendo con un coperchio Mentre cuoce, con una schiumarola potete eliminare dall'acqua di cottura i residui e la schiuma che si creano in superficie. Al termine della cottura lasciate intiepidire il polpo nella stessa acqua in modo che risulti morbido. Poi trasferitelo sul tagliere: con un coltello eliminate gli occhi Tagliate la parte della testa e svuotatela.Tagliate i tentacoli a pezzetti di circa 1 cm Riducete a pezzetti anche la testa e versate tutto in una ciotola. Passate al condimento: spremete il limone Realizzate il dressing versando in un barattolino (per emulsionarlo più facilmente) prezzemolo succo di limone Insaporite anche con sale e pepe Chiudete Versate il dressing sul polpo mescolate bene "
